provincia;poblacion;codigopostalid;lat;lon
León;Cistierna;24950;-5.124368000;42.803151630
León;Congosto;24398;-6.519732920;42.617890050
León;"Corbillos de los Oteros";24225;-5.459080490;42.406527260
León;Corullón;24514;-6.819354870;42.578059370
León;Corullón;24515;-6.819354870;42.578059370
León;Corullón;24516;-6.819354870;42.578059370
León;Corullón;24517;-6.819354870;42.578059370
León;Crémenes;24960;-5.144122840;42.904089300
León;Crémenes;24970;-5.144122840;42.904089300
León;Crémenes;24980;-5.144122840;42.904089300
León;Crémenes;24989;-5.144122840;42.904089300
León;Crémenes;24990;-5.144122840;42.904089300
León;Crémenes;24991;-5.144122840;42.904089300
León;Cuadros;24122;-5.638962650;42.710949970
León;Cuadros;24610;-5.638962650;42.710949970
León;Cuadros;24620;-5.638962650;42.710949970
León;Cuadros;24630;-5.638962650;42.710949970
León;"Cubillas de los Oteros";24224;-5.507514520;42.371707280
León;"Cubillas de Rueda";24161;-5.173623490;42.655443760
León;"Cubillas de Rueda";24940;-5.173623490;42.655443760
León;"Cubillos del Sil";24492;-6.564948440;42.624623600
León;"Chozas de Abajo";24231;-5.687187400;42.506674690
León;"Chozas de Abajo";24250;-5.687187400;42.506674690
León;"Chozas de Abajo";24251;-5.687187400;42.506674690
León;"Chozas de Abajo";24391;-5.687187400;42.506674690
León;"Chozas de Abajo";24392;-5.687187400;42.506674690
León;Destriana;24730;-6.094235830;42.325934960
León;Encinedo;24150;-6.594483640;42.271518280
León;Encinedo;24743;-6.594483640;42.271518280
León;Encinedo;24744;-6.594483640;42.271518280
León;Encinedo;24745;-6.594483640;42.271518280
León;Encinedo;24746;-6.594483640;42.271518280
León;"La Ercina";24870;-5.217414410;42.812913160
León;"La Ercina";24877;-5.217414410;42.812913160
León;"La Ercina";24878;-5.217414410;42.812913160
León;"La Ercina";24879;-5.217414410;42.812913160
León;"Escobar de Campos";24341;-4.967051640;42.312916880
León;Fabero;24420;-6.628088480;42.763094250
León;Fabero;24428;-6.628088480;42.763094250
León;Fabero;24429;-6.628088480;42.763094250
León;Fabero;24434;-6.628088480;42.763094250
León;"Folgoso de la Ribera";24310;-6.319426450;42.643092300
León;"Folgoso de la Ribera";24311;-6.319426450;42.643092300
León;"Folgoso de la Ribera";24312;-6.319426450;42.643092300
León;"Folgoso de la Ribera";24315;-6.319426450;42.643092300
León;"Fresno de la Vega";24223;-5.536156520;42.344060680
León;"Fuentes de Carbajal";24206;-5.445965860;42.178067730
León;"Garrafe de Torío";24820;-5.524094720;42.732901200
León;"Garrafe de Torío";24890;-5.524094720;42.732901200
León;"Garrafe de Torío";24891;-5.524094720;42.732901200
León;"Gordaliza del Pino";24325;-5.157627510;42.343528810
León;Gordoncillo;24294;-5.401977000;42.135500420
León;Gradefes;24160;-5.226176680;42.623816280
León;Gradefes;24161;-5.226176680;42.623816280
León;Gradefes;24164;-5.226176680;42.623816280
León;Gradefes;24165;-5.226176680;42.623816280
León;Gradefes;24166;-5.226176680;42.623816280
León;Gradefes;24878;-5.226176680;42.623816280
León;"Grajal de Campos";24340;-5.020684580;42.320539260
León;"Gusendos de los Oteros";24209;-5.430019630;42.377699610
León;"Hospital de Órbigo";24286;-5.882492750;42.463564540
León;Igüeña;24312;-6.278646050;42.727856230
León;Igüeña;24313;-6.278646050;42.727856230
León;Igüeña;24319;-6.278646050;42.727856230
León;Igüeña;24374;-6.278646050;42.727856230
León;Igüeña;24375;-6.278646050;42.727856230
León;Igüeña;24376;-6.278646050;42.727856230
León;Igüeña;24377;-6.278646050;42.727856230
León;Izagre;24293;-5.257510710;42.223990870
León;"Joarilla de las Matas";24324;-5.178530540;42.287928850
León;"Laguna Dalga";24248;-5.750443640;42.330832700
León;"Laguna Dalga";24249;-5.750443640;42.330832700
León;"Laguna Dalga";24329;-5.750443640;42.330832700
León;"Laguna de Negrillos";24234;-5.660992810;42.238567990
León;León;24001;-5.567076310;42.599120970
León;León;24002;-5.567076310;42.599120970
León;León;24003;-5.567076310;42.599120970
León;León;24004;-5.567076310;42.599120970
León;León;24005;-5.567076310;42.599120970
León;León;24006;-5.567076310;42.599120970
León;León;24007;-5.567076310;42.599120970
León;León;24008;-5.567076310;42.599120970
León;León;24009;-5.567076310;42.599120970
León;León;24010;-5.567076310;42.599120970
León;León;24190;-5.567076310;42.599120970
León;León;24192;-5.567076310;42.599120970
León;Lucillo;24717;-6.303398870;42.409484970
León;Lucillo;24723;-6.303398870;42.409484970
León;Lucillo;24724;-6.303398870;42.409484970
León;Luyego;24717;-6.236305470;42.376637810
León;Luyego;24721;-6.236305470;42.376637810
León;"Llamas de la Ribera";24271;-5.825422350;42.635631080
León;"Magaz de Cepeda";24396;-6.072040040;42.539599710
León;"Magaz de Cepeda";24397;-6.072040040;42.539599710
León;"Mansilla de las Mulas";24210;-5.416444410;42.498658750
León;"Mansilla de las Mulas";24218;-5.416444410;42.498658750
León;"Mansilla Mayor";24217;-5.443959100;42.508340960
León;Maraña;24996;-5.175805250;43.048918920
León;"Matadeón de los Oteros";24291;-5.369366160;42.337724860
León;"Matallana de Torío";24223;-5.520096520;42.866262290
León;"Matallana de Torío";24648;-5.520096520;42.866262290
León;"Matallana de Torío";24820;-5.520096520;42.866262290
León;"Matallana de Torío";24830;-5.520096520;42.866262290
León;"Matallana de Torío";24836;-5.520096520;42.866262290
León;"Matallana de Torío";24839;-5.520096520;42.866262290
León;Matanza;24207;-5.375620700;42.239434730
León;Molinaseca;24398;-6.519528850;42.537020070
León;Molinaseca;24413;-6.519528850;42.537020070
León;"Murias de Paredes";24130;-6.191244050;42.850198330
León;"Murias de Paredes";24133;-6.191244050;42.850198330
León;"Murias de Paredes";24134;-6.191244050;42.850198330
León;"Murias de Paredes";24135;-6.191244050;42.850198330
León;"Murias de Paredes";24136;-6.191244050;42.850198330
León;"Murias de Paredes";24137;-6.191244050;42.850198330
León;"Noceda del Bierzo";24319;-6.398369090;42.711459480
León;"Noceda del Bierzo";24458;-6.398369090;42.711459480
León;Oencia;24566;-6.970610430;42.546798530
León;Oencia;24567;-6.970610430;42.546798530
León;Oencia;24568;-6.970610430;42.546798530
León;Oencia;24569;-6.970610430;42.546798530
León;"Las Omañas";24273;-5.869650870;42.682436750
León;Onzonilla;24192;-5.580491580;42.525427630
León;Onzonilla;24231;-5.580491580;42.525427630
León;Onzonilla;24251;-5.580491580;42.525427630
León;Onzonilla;24347;-5.580491580;42.525427630
León;"Oseja de Sajambre";24916;-5.038464610;43.135641830
León;"Pajares de los Oteros";24208;-5.472444210;42.329063130
León;"Pajares de los Oteros";24209;-5.472444210;42.329063130
León;"Pajares de los Oteros";24223;-5.472444210;42.329063130
León;"Pajares de los Oteros";24224;-5.472444210;42.329063130
León;"Palacios de la Valduerna";24764;-5.938417620;42.327787500
León;"Palacios de la Valduerna";24766;-5.938417620;42.327787500
León;"Palacios del Sil";24480;-6.433873030;42.875382010
León;"Palacios del Sil";24489;-6.433873030;42.875382010
León;"Palacios del Sil";24495;-6.433873030;42.875382010
León;"Palacios del Sil";24496;-6.433873030;42.875382010
León;"Palacios del Sil";24497;-6.433873030;42.875382010
León;"Palacios del Sil";24498;-6.433873030;42.875382010
León;"Páramo del Sil";24469;-6.490133500;42.820034860
León;"Páramo del Sil";24470;-6.490133500;42.820034860
León;"Páramo del Sil";24478;-6.490133500;42.820034860
León;"Páramo del Sil";24479;-6.490133500;42.820034860
León;"Páramo del Sil";24488;-6.490133500;42.820034860
León;"Páramo del Sil";24494;-6.490133500;42.820034860
León;Peranzanes;24429;-6.632310950;42.876642710
León;"Pobladura de Pelayo García";24249;-5.685669130;42.305983410
León;"La Pola de Gordón";24600;-5.669558070;42.854768800
León;"La Pola de Gordón";24607;-5.669558070;42.854768800
León;"La Pola de Gordón";24608;-5.669558070;42.854768800
León;"La Pola de Gordón";24609;-5.669558070;42.854768800
León;"La Pola de Gordón";24650;-5.669558070;42.854768800
León;"La Pola de Gordón";24660;-5.669558070;42.854768800
León;"La Pola de Gordón";24670;-5.669558070;42.854768800
León;"La Pola de Gordón";24760;-5.669558070;42.854768800
León;Ponferrada;24003;-6.597294570;42.547682800
León;Ponferrada;24400;-6.597294570;42.547682800
León;Ponferrada;24401;-6.597294570;42.547682800
León;Ponferrada;24402;-6.597294570;42.547682800
León;Ponferrada;24403;-6.597294570;42.547682800
León;Ponferrada;24404;-6.597294570;42.547682800
León;Ponferrada;24411;-6.597294570;42.547682800
León;Ponferrada;24413;-6.597294570;42.547682800
León;Ponferrada;24414;-6.597294570;42.547682800
León;Ponferrada;24415;-6.597294570;42.547682800
León;Ponferrada;24416;-6.597294570;42.547682800
León;Ponferrada;24424;-6.597294570;42.547682800
León;Ponferrada;24448;-6.597294570;42.547682800
León;Ponferrada;24490;-6.597294570;42.547682800
León;Ponferrada;24491;-6.597294570;42.547682800
León;"Posada de Valdeón";24914;-4.917466280;43.151060680
León;"Posada de Valdeón";24915;-4.917466280;43.151060680
León;"Pozuelo del Páramo";24792;-5.767723890;42.171201830
León;"Pozuelo del Páramo";24796;-5.767723890;42.171201830
León;"Prado de la Guzpeña";24893;-5.025284460;42.783605310
León;"Priaranza del Bierzo";24445;-6.671804330;42.509057690
León;"Priaranza del Bierzo";24446;-6.671804330;42.509057690
León;"Priaranza del Bierzo";24447;-6.671804330;42.509057690
León;"Priaranza del Bierzo";24448;-6.671804330;42.509057690
León;Prioro;24885;-4.962127010;42.893396090
León;"Puebla de Lillo";24855;-5.273706050;43.006944340
León;"Puebla de Lillo";24857;-5.273706050;43.006944340
León;"Puente de Domingo Flórez";24380;-6.818360060;42.410720630
León;"Puente de Domingo Flórez";24384;-6.818360060;42.410720630
León;"Puente de Domingo Flórez";24385;-6.818360060;42.410720630
León;"Puente de Domingo Flórez";24386;-6.818360060;42.410720630
León;"Puente de Domingo Flórez";24387;-6.818360060;42.410720630
León;"Puente de Domingo Flórez";24389;-6.818360060;42.410720630
León;"Quintana del Castillo";24285;-6.045955140;42.661305120
León;"Quintana del Castillo";24397;-6.045955140;42.661305120
León;"Quintana del Marco";24762;-5.851007200;42.206082990
León;"Quintana del Marco";24792;-5.851007200;42.206082990
León;"Quintana y Congosto";24733;-6.037683780;42.256137230
León;"Quintana y Congosto";24767;-6.037683780;42.256137230
León;"Regueras de Arriba";24763;-5.862174740;42.292345590
León;Reyero;24856;-5.197975090;42.947641810
León;Riaño;24900;-5.016162490;42.973051150
León;Riaño;24918;-5.016162490;42.973051150
León;"Riego de la Vega";24765;-5.982321970;42.388788330
León;"Riego de la Vega";24794;-5.982321970;42.388788330
León;"Riego de la Vega";24795;-5.982321970;42.388788330
León;Riello;24126;-5.944725770;42.773053240
León;Riello;24127;-5.944725770;42.773053240
León;Riello;24131;-5.944725770;42.773053240
León;Riello;24132;-5.944725770;42.773053240
León;Riello;24133;-5.944725770;42.773053240
León;Riello;24134;-5.944725770;42.773053240
León;"Rioseco de Tapia";24274;-5.789392260;42.729895250
León;"Rioseco de Tapia";24275;-5.789392260;42.729895250
León;"La Robla";24640;-5.628162060;42.802148370
León;"La Robla";24648;-5.628162060;42.802148370
León;"La Robla";24649;-5.628162060;42.802148370
León;"Roperuelos del Páramo";24790;-5.782739240;42.237478240
León;"Roperuelos del Páramo";24791;-5.782739240;42.237478240
León;Sabero;24810;-5.143788230;42.834307140
León;Sabero;24811;-5.143788230;42.834307140
León;Sabero;24812;-5.143788230;42.834307140
León;Sabero;24814;-5.143788230;42.834307140
León;Sabero;24960;-5.143788230;42.834307140
León;Sahagún;24320;-5.033238550;42.371198860
León;Sahagún;24326;-5.033238550;42.371198860
León;Sahagún;24328;-5.033238550;42.371198860
León;Sahagún;24329;-5.033238550;42.371198860
León;"San Adrián del Valle";24797;-5.727819170;42.130012650
León;"San Andrés del Rabanedo";24009;-5.615482430;42.611172870
León;"San Andrés del Rabanedo";24010;-5.615482430;42.611172870
León;"San Andrés del Rabanedo";24190;-5.615482430;42.611172870
León;"San Andrés del Rabanedo";24191;-5.615482430;42.611172870
León;"San Andrés del Rabanedo";24282;-5.615482430;42.611172870
León;Sancedo;24439;-6.634708680;42.666157990
León;Sancedo;24545;-6.634708680;42.666157990
León;"San Cristóbal de la Polantera";24359;-5.907451680;42.390532890
León;"San Cristóbal de la Polantera";24795;-5.907451680;42.390532890
León;"San Emiliano";24143;-6.001649290;42.972440010
León;"San Emiliano";24144;-6.001649290;42.972440010
León;"San Emiliano";24145;-6.001649290;42.972440010
León;"San Esteban de Nogales";24760;-5.931334120;42.159390630
León;"San Justo de la Vega";24359;-6.015990980;42.452562720
León;"San Justo de la Vega";24395;-6.015990980;42.452562720
León;"San Justo de la Vega";24710;-6.015990980;42.452562720
León;"San Millán de los Caballeros";24237;-5.561071860;42.284971090
León;"San Pedro Bercianos";24252;-5.709636510;42.392320500
León;"Santa Colomba de Curueño";24150;-5.412182870;42.751252500
León;"Santa Colomba de Curueño";24151;-5.412182870;42.751252500
León;"Santa Colomba de Curueño";24848;-5.412182870;42.751252500
León;"Santa Colomba de Somoza";24720;-6.242523440;42.442615450
León;"Santa Colomba de Somoza";24722;-6.242523440;42.442615450
León;"Santa Cristina de Valmadrigal";24290;-5.309496010;42.353536260
León;"Santa Elena de Jamuz";24762;-5.888204360;42.259453710
León;"Santa Elena de Jamuz";24767;-5.888204360;42.259453710
León;"Santa María de la Isla";24795;-5.928330470;42.356231890
León;"Santa María del Monte de Cea";24343;-5.116838710;42.491710340
León;"Santa María del Monte de Cea";24344;-5.116838710;42.491710340
León;"Santa María del Páramo";24240;-5.749249270;42.353554690
León;"Santa María de Ordás";24124;-5.823676010;42.726353100
León;"Santa María de Ordás";24275;-5.823676010;42.726353100
León;"Santa María de Ordás";24276;-5.823676010;42.726353100
León;"Santa María de Ordás";24277;-5.823676010;42.726353100
León;"Santa Marina del Rey";24393;-5.861994100;42.512795790
León;"Santas Martas";24330;-5.371957630;42.432408660
León;"Santas Martas";24339;-5.371957630;42.432408660
León;"Santas Martas";24345;-5.371957630;42.432408660
León;"Santiago Millas";24717;-6.105991450;42.381794360
León;"Santiago Millas";24731;-6.105991450;42.381794360
León;"Santiago Millas";24732;-6.105991450;42.381794360
León;"Santiago Millas";24740;-6.105991450;42.381794360
León;"Santovenia de la Valdoncina";24194;-5.621403950;42.543048990
León;"Santovenia de la Valdoncina";24391;-5.621403950;42.543048990
León;Sariegos;24121;-5.631149160;42.647374420
León;Sariegos;24196;-5.631149160;42.647374420
León;"Sena de Luna";24145;-5.953163520;42.929740240
León;"Sena de Luna";24146;-5.953163520;42.929740240
León;"Soto de la Vega";24763;-5.881722460;42.332649370
León;"Soto de la Vega";24764;-5.881722460;42.332649370
León;"Soto de la Vega";24768;-5.881722460;42.332649370
León;"Soto y Amío";24120;-5.887357110;42.774740480
León;"Soto y Amío";24124;-5.887357110;42.774740480
León;"Soto y Amío";24125;-5.887357110;42.774740480
León;"Soto y Amío";24126;-5.887357110;42.774740480
León;"Toral de los Guzmanes";24237;-5.567303500;42.244306930
León;Toreno;24438;-6.510579980;42.697565390
León;Toreno;24450;-6.510579980;42.697565390
León;Toreno;24457;-6.510579980;42.697565390
León;Toreno;24458;-6.510579980;42.697565390
León;Toreno;24459;-6.510579980;42.697565390
León;Toreno;24460;-6.510579980;42.697565390
León;Toreno;24469;-6.510579980;42.697565390
León;"Torre del Bierzo";24310;-6.320879060;42.595039920
León;"Torre del Bierzo";24317;-6.320879060;42.595039920
León;"Torre del Bierzo";24370;-6.320879060;42.595039920
León;"Torre del Bierzo";24374;-6.320879060;42.595039920
León;"Torre del Bierzo";24378;-6.320879060;42.595039920
León;"Torre del Bierzo";24379;-6.320879060;42.595039920
León;"Torre del Bierzo";24739;-6.320879060;42.595039920
León;Trabadelo;24522;-6.883077860;42.650125740
León;Trabadelo;24523;-6.883077860;42.650125740
León;Truchas;24738;-6.434613670;42.260938090
León;Truchas;24740;-6.434613670;42.260938090
León;Truchas;24741;-6.434613670;42.260938090
León;Turcia;24284;-5.874991640;42.533451850
León;Turcia;24285;-5.874991640;42.533451850
León;"Urdiales del Páramo";24248;-5.771081130;42.372390070
León;"Urdiales del Páramo";24252;-5.771081130;42.372390070
León;Valdefresno;24156;-5.492510380;42.593744470
León;Valdefresno;24195;-5.492510380;42.593744470
León;Valdefresno;24227;-5.492510380;42.593744470
León;Valdefresno;24228;-5.492510380;42.593744470
León;"Valdefuentes del Páramo";24253;-5.831605330;42.322011890
León;Valdelugueros;24837;-5.412898690;42.973927990
León;Valdelugueros;24843;-5.412898690;42.973927990
León;Valdelugueros;24844;-5.412898690;42.973927990
León;Valdelugueros;24845;-5.412898690;42.973927990
León;Valdemora;24206;-5.427281310;42.196025880
León;Valdepiélago;24846;-5.398413300;42.869326650
León;Valdepiélago;24847;-5.398413300;42.869326650
León;Valdepiélago;24849;-5.398413300;42.869326650
León;Valdepolo;24218;-5.225729030;42.576997960
León;Valdepolo;24920;-5.225729030;42.576997960
León;Valdepolo;24930;-5.225729030;42.576997960
León;Valderas;24220;-5.445728360;42.077659530
León;Valderrey;24394;-6.020624580;42.392107130
León;Valderrey;24395;-6.020624580;42.392107130
León;Valderrey;24732;-6.020624580;42.392107130
León;Valderrey;24793;-6.020624580;42.392107130
León;Valderrueda;24880;-4.947438250;42.815753210
León;Valderrueda;24882;-4.947438250;42.815753210
León;Valderrueda;24883;-4.947438250;42.815753210
León;Valderrueda;24884;-4.947438250;42.815753210
León;Valderrueda;24886;-4.947438250;42.815753210
León;Valderrueda;24887;-4.947438250;42.815753210
León;Valderrueda;24888;-4.947438250;42.815753210
León;Valderrueda;24889;-4.947438250;42.815753210
León;Valdesamario;24127;-5.951444800;42.721508360
León;"Val de San Lorenzo";24717;-6.122682700;42.417875110
León;Valdevimbre;24230;-5.620023140;42.419619660
León;Valdevimbre;24250;-5.620023140;42.419619660
León;"Valencia de Don Juan";24200;-5.520188990;42.293802250
León;"Valencia de Don Juan";24205;-5.520188990;42.293802250
León;"Valverde de la Virgen";24198;-5.682925540;42.569179830
León;"Valverde de la Virgen";24282;-5.682925540;42.569179830
León;"Valverde de la Virgen";24391;-5.682925540;42.569179830
León;Valverde-Enrique;24292;-5.299186030;42.303852860
León;Valverde-Enrique;24323;-5.299186030;42.303852860
León;Vallecillo;24324;-5.210620550;42.355756900
León;"La Vecilla";24840;-5.406180640;42.848677490
León;"La Vecilla";24848;-5.406180640;42.848677490
León;"La Vecilla";24849;-5.406180640;42.848677490
León;Vegacervera;24836;-5.534916340;42.884394920
León;Vegacervera;24837;-5.534916340;42.884394920
León;"Vega de Espinareda";24430;-6.656294490;42.728105870
León;"Vega de Espinareda";24434;-6.656294490;42.728105870
León;"Vega de Espinareda";24435;-6.656294490;42.728105870
León;"Vega de Espinareda";24436;-6.656294490;42.728105870
León;"Vega de Espinareda";24437;-6.656294490;42.728105870
León;"Vega de Espinareda";24439;-6.656294490;42.728105870
León;"Vega de Infanzones";24346;-5.534380780;42.480981020
León;"Vega de Infanzones";24347;-5.534380780;42.480981020
León;"Vega de Valcarce";24520;-6.947235480;42.665251830
León;"Vega de Valcarce";24521;-6.947235480;42.665251830
León;"Vega de Valcarce";24524;-6.947235480;42.665251830
León;"Vega de Valcarce";24526;-6.947235480;42.665251830
León;Vegaquemada;24152;-5.332608240;42.818817970
León;Vegaquemada;24852;-5.332608240;42.818817970
León;Vegaquemada;24860;-5.332608240;42.818817970
León;Vegaquemada;24869;-5.332608240;42.818817970
León;"Vegas del Condado";24150;-5.364936530;42.684790240
León;"Vegas del Condado";24153;-5.364936530;42.684790240
León;"Vegas del Condado";24154;-5.364936530;42.684790240
León;"Vegas del Condado";24155;-5.364936530;42.684790240
León;"Vegas del Condado";24163;-5.364936530;42.684790240
León;Villablino;24100;-6.316994770;42.939839870
León;Villablino;24110;-6.316994770;42.939839870
León;Villablino;24111;-6.316994770;42.939839870
León;Villablino;24112;-6.316994770;42.939839870
León;Villablino;24113;-6.316994770;42.939839870
León;Villablino;24114;-6.316994770;42.939839870
León;Villablino;24138;-6.316994770;42.939839870
León;Villablino;24139;-6.316994770;42.939839870
León;Villablino;24140;-6.316994770;42.939839870
León;Villablino;24740;-6.316994770;42.939839870
León;Villabraz;24206;-5.444359360;42.246274450
León;Villabraz;24207;-5.444359360;42.246274450
León;"Villadangos del Páramo";24392;-5.766494670;42.516673280
León;"Toral de los Vados";24441;-6.776149390;42.543035950
León;"Toral de los Vados";24516;-6.776149390;42.543035950
León;"Toral de los Vados";24530;-6.776149390;42.543035950
León;"Toral de los Vados";24550;-6.776149390;42.543035950
León;"Toral de los Vados";24560;-6.776149390;42.543035950
León;"Toral de los Vados";24569;-6.776149390;42.543035950
León;"Villademor de la Vega";24237;-5.568968570;42.270385570
León;"Villafranca del Bierzo";24500;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24510;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24511;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24512;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24513;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24516;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24530;-6.810822070;42.605993030
León;"Villafranca del Bierzo";24547;-6.810822070;42.605993030
León;Villagatón;24360;-6.161849070;42.634791720
León;Villagatón;24367;-6.161849070;42.634791720
León;Villagatón;24368;-6.161849070;42.634791720
León;Villagatón;24369;-6.161849070;42.634791720
León;Villagatón;24379;-6.161849070;42.634791720
León;Villamandos;24238;-5.593124410;42.179336230
León;Villamañán;24233;-5.585621880;42.321792500
León;Villamañán;24234;-5.585621880;42.321792500
León;"Villamartín de Don Sancho";24344;-5.061023040;42.570624810
León;Villamejil;24711;-6.024304950;42.562682110
León;Villamejil;24712;-6.024304950;42.562682110
León;Villamejil;24713;-6.024304950;42.562682110
León;Villamol;24172;-5.049070540;42.428552430
León;Villamol;24175;-5.049070540;42.428552430
León;"Villamontán de la Valduerna";24765;-5.996560680;42.310162430
León;"Villamontán de la Valduerna";24766;-5.996560680;42.310162430
León;"Villamoratiel de las Matas";24339;-5.303165090;42.396259730
León;"Villanueva de las Manzanas";24225;-5.480471120;42.471354820
León;"Villaobispo de Otero";24711;-6.058557380;42.499992650
León;"Villaobispo de Otero";24719;-6.058557380;42.499992650
León;Villaquejida;24235;-5.596013860;42.146400630
León;Villaquejida;24236;-5.596013860;42.146400630
León;Villaquilambre;21193;-5.558770190;42.646313450
León;Villaquilambre;24193;-5.558770190;42.646313450
León;Villaquilambre;24195;-5.558770190;42.646313450
León;Villaquilambre;24197;-5.558770190;42.646313450
León;"Villarejo de Órbigo";24288;-5.903778750;42.445196890
León;"Villarejo de Órbigo";24350;-5.903778750;42.445196890
León;"Villarejo de Órbigo";24358;-5.903778750;42.445196890
León;"Villares de Órbigo";24287;-5.909099000;42.470816300
León;"Villares de Órbigo";24288;-5.909099000;42.470816300
León;Villasabariego;24162;-5.414737970;42.533365060
León;Villasabariego;24163;-5.414737970;42.533365060
León;Villasabariego;24219;-5.414737970;42.533365060
León;Villasabariego;24226;-5.414737970;42.533365060
León;Villaselán;24171;-5.047913980;42.560953920
León;Villaselán;24344;-5.047913980;42.560953920
León;Villaturiel;24199;-5.485379460;42.518526040
León;Villaturiel;24226;-5.485379460;42.518526040
León;Villazala;24356;-5.856193200;42.361204700
León;Villazala;24763;-5.856193200;42.361204700
León;"Villazanzo de Valderaduey";24172;-4.964871310;42.534941240
León;"Villazanzo de Valderaduey";24327;-4.964871310;42.534941240
León;"Villazanzo de Valderaduey";24328;-4.964871310;42.534941240
León;"Zotes del Páramo";24249;-5.736379530;42.272364500
León;"Zotes del Páramo";24791;-5.736379530;42.272364500
León;Villamanín;24680;-5.655952540;42.937028160
León;Villamanín;24687;-5.655952540;42.937028160
León;Villamanín;24688;-5.655952540;42.937028160
León;Villamanín;24689;-5.655952540;42.937028160
León;Villamanín;24690;-5.655952540;42.937028160
León;Villamanín;24699;-5.655952540;42.937028160
León;"Villaornate y Castro";24222;-5.549756790;42.184811780
Lleida;"Abella de la Conca";25651;1.091771730;42.161421170
Lleida;"Abella de la Conca";25652;1.091771730;42.161421170
Lleida;"Abella de la Conca";25747;1.091771730;42.161421170
Lleida;Àger;25611;0.762848060;41.999559420
Lleida;Àger;25691;0.762848060;41.999559420
Lleida;Àger;25692;0.762848060;41.999559420
Lleida;Agramunt;25310;1.099223570;41.787365580
Lleida;Agramunt;25317;1.099223570;41.787365580
Lleida;Agramunt;25318;1.099223570;41.787365580
Lleida;Agramunt;25331;1.099223570;41.787365580
Lleida;"Els Alamús";25221;0.739436500;41.616213710
Lleida;"Alàs i Cerc";25715;1.508444980;42.351703410
Lleida;"Alàs i Cerc";25717;1.508444980;42.351703410
Lleida;"Alàs i Cerc";25718;1.508444980;42.351703410
Lleida;L'Albagés;25155;0.738546980;41.449044420
Lleida;Albatàrrec;25171;0.603301540;41.572466850
Lleida;Albesa;25135;0.660459600;41.751005580
Lleida;L'Albi;25450;0.936844380;41.422176770
Lleida;Alcanó;25162;0.617275970;41.480982120
Lleida;Alcarràs;25180;0.524110080;41.563015380
Lleida;Alcarràs;25193;0.524110080;41.563015380
Lleida;Alcoletge;25560;0.694237980;41.648549330
Lleida;Alcoletge;25660;0.694237980;41.648549330
Lleida;Alfarràs;25120;0.572955270;41.829065150
Lleida;Alfés;25161;0.620118280;41.522416700
Lleida;Algerri;25130;0.638361830;41.814398130
Lleida;Alguaire;25125;0.583918140;41.736317160
Lleida;Alins;25573;1.317391810;42.548714130
Lleida;Alins;25574;1.317391810;42.548714130
Lleida;Alins;25575;1.317391810;42.548714130
Lleida;Almacelles;25100;0.437747640;41.731689790
Lleida;Almatret;25187;0.423832830;41.305380970
Lleida;Almenar;25126;0.568085780;41.797693090
Lleida;"Alòs de Balaguer";25737;0.961033480;41.911902450
Lleida;Alpicat;25110;0.555267270;41.666506160
Lleida;"Alt Àneu";25286;1.110904170;42.634367670
Lleida;"Alt Àneu";25586;1.110904170;42.634367670
Lleida;"Alt Àneu";25587;1.110904170;42.634367670
Lleida;"Alt Àneu";25589;1.110904170;42.634367670
Lleida;"Naut Aran";25539;0.902048340;42.707580090
Lleida;"Naut Aran";25598;0.902048340;42.707580090
Lleida;"Naut Aran";25599;0.902048340;42.707580090
Lleida;Anglesola;25320;1.081975500;41.658925990
Lleida;Arbeca;25140;0.923049730;41.541753360
Lleida;"El Pont de Bar";25722;1.619667360;42.371288860
Lleida;"El Pont de Bar";25723;1.619667360;42.371288860
Lleida;"El Pont de Bar";25799;1.619667360;42.371288860
Lleida;Arres;25551;0.709823180;42.756459930
Lleida;Arsèguel;25722;1.584072170;42.350671870
Lleida;"Artesa de Lleida";25150;0.704395480;41.551762430
Lleida;"Artesa de Segre";25730;1.047886570;41.896345320
Lleida;"Artesa de Segre";25736;1.047886570;41.896345320
Lleida;"Artesa de Segre";25737;1.047886570;41.896345320
Lleida;"Artesa de Segre";25738;1.047886570;41.896345320
Lleida;"Artesa de Segre";25739;1.047886570;41.896345320
Lleida;"La Sentiu de Sió";25617;0.880275510;41.804248110
Lleida;Aspa;25151;0.672335390;41.495611040
Lleida;"Les Avellanes i Santa Linya";25611;0.765084150;41.908021670
Lleida;"Les Avellanes i Santa Linya";25612;0.765084150;41.908021670
Lleida;Aitona;25182;0.457945800;41.494645470
Lleida;"Baix Pallars";25217;1.066963440;42.321994210
Lleida;"Baix Pallars";25513;1.066963440;42.321994210
Lleida;"Baix Pallars";25590;1.066963440;42.321994210
Lleida;"Baix Pallars";25591;1.066963440;42.321994210
Lleida;"Baix Pallars";25592;1.066963440;42.321994210
Lleida;Balaguer;25600;0.804577950;41.791522870
Lleida;Barbens;25262;1.018492030;41.678852000
Lleida;"La Baronia de Rialb";25747;1.206659770;41.978424890
